timestamp,ask_1_price,ask_1_size,bid_1_price,bid_1_size,ask_2_price,ask_2_size,bid_2_price,bid_2_size,ask_3_price,ask_3_size,bid_3_price,bid_3_size,ask_4_price,ask_4_size,bid_4_price,bid_4_size,ask_5_price,ask_5_size,bid_5_price,bid_5_size
1740808380000,145.16,174.471,145.15,97.18,145.17,72.499,145.14,33.653,145.18,152.494,145.13,93.623,145.19,54.189,145.12,28.469,145.2,135.448,145.11,52.606
1740808440000,145.12,223.188,145.11,135.562,145.13,213.26,145.1,132.443,145.14,218.647,145.09,128.104,145.15,98.835,145.08,268.693,145.16,191.609,145.07,260.814
1740808500000,144.88,387.762,144.87,296.361,144.89,260.804,144.86,51.931,144.9,70.776,144.85,104.007,144.91,183.987,144.84,204.966,144.92,280.564,144.83,139.754
1740808560000,144.75,379.28,144.74,74.545,144.76,181.411,144.73,57.611,144.77,189.337,144.72,160.268,144.78,224.851,144.71,190.835,144.79,354.335,144.7,29.747
1740808620000,144.68,174.056,144.67,254.483,144.69,361.88,144.66,7.816,144.7,448.843,144.65,39.937,144.71,159.483,144.64,138.72,144.72,225.596,144.63,91.647
1740808680000,144.63,17.675,144.62,172.683,144.64,2.939,144.61,149.901,144.65,77.995,144.6,190.949,144.66,77.58,144.59,270.277,144.67,314.689,144.58,832.673
1740808740000,144.64,62.601,144.63,188.814,144.65,9.005,144.62,117.359,144.66,22.909,144.61,117.169,144.67,168.91,144.6,146.185,144.68,219.85,144.59,225.307
1740808800000,144.7,225.167,144.69,2.903,144.71,75.461,144.68,6.62,144.72,154.916,144.67,147.781,144.73,139.304,144.66,72.735,144.74,299.11,144.65,112.458
1740808860000,144.65,34.275,144.64,216.911,144.66,19.184,144.63,95.937,144.67,95.297,144.62,204.013,144.68,232.62,144.61,200.184,144.69,274.37,144.6,203.581
1740808920000,144.72,4.016,144.71,493.017,144.73,5.876,144.7,229.61,144.74,37.123,144.69,137.056,144.75,111.677,144.68,82.62,144.76,219.84,144.67,80.9
1740808980000,144.59,196.247,144.58,39.071,144.6,41.724,144.57,1167.623,144.61,63.436,144.56,56.36,144.62,164.302,144.55,50.213,144.63,371.594,144.54,128.782
1740809040000,144.67,71.34,144.66,119.622,144.68,138.839,144.65,87.253,144.69,86.149,144.64,139.624,144.7,122.131,144.63,156.253,144.71,291.624,144.62,221.288
1740809100000,144.38,70.915,144.37,140.71,144.39,161.18,144.36,19.063,144.4,106.01,144.35,63.23,144.41,161.359,144.34,130.211,144.42,131.71,144.33,57.816
1740809160000,144.39,279.351,144.38,116.102,144.4,145.053,144.37,33.914,144.41,201.916,144.36,17.474,144.42,123.521,144.35,59.039,144.43,225.79,144.34,135.316
1740809220000,144.43,345.588,144.42,57.71,144.44,44.81,144.41,26.33,144.45,168.327,144.4,11.492,144.46,310.177,144.39,43.264,144.47,314.455,144.38,175.559
1740809280000,144.39,312.972,144.38,127.286,144.4,246.074,144.37,52.733,144.41,228.52,144.36,109.565,144.42,235.295,144.35,124.828,144.43,567.846,144.34,172.115
1740809340000,144.4,55.138,144.39,235.97,144.41,53.795,144.38,51.212,144.42,277.052,144.37,77.614,144.43,505.992,144.36,38.194,144.44,381.907,144.35,59.328
1740809400000,144.38,366.576,144.37,57.0,144.39,134.796,144.36,19.872,144.4,166.135,144.35,72.226,144.41,297.65,144.34,190.118,144.42,282.541,144.33,94.445
1740809460000,144.2,79.572,144.19,412.937,144.21,94.212,144.18,139.497,144.22,108.621,144.17,112.744,144.23,110.888,144.16,16.423,144.24,302.86,144.15,152.269
1740809520000,144.34,247.529,144.33,187.087,144.35,59.798,144.32,36.312,144.36,200.192,144.31,157.313,144.37,489.011,144.3,154.739,144.38,504.815,144.29,79.12
1740809580000,144.37,144.181,144.36,75.168,144.38,392.65,144.35,51.475,144.39,396.89,144.34,104.315,144.4,483.917,144.33,57.715,144.41,403.935,144.32,77.295
1740809640000,144.38,94.346,144.37,172.065,144.39,183.272,144.36,51.613,144.4,455.191,144.35,93.144,144.41,235.317,144.34,94.179,144.42,130.986,144.33,84.301
1740809700000,144.31,64.191,144.3,450.529,144.32,19.016,144.29,239.337,144.33,60.225,144.28,200.075,144.34,152.124,144.27,73.082,144.35,359.949,144.26,95.232
1740809760000,143.94,91.565,143.93,243.375,143.95,44.842,143.92,101.063,143.96,187.078,143.91,134.0,143.97,234.995,143.9,53.959,143.98,144.982,143.89,42.016
1740809820000,143.85,141.694,143.84,120.567,143.86,182.902,143.83,340.057,143.87,179.253,143.82,104.37,143.88,148.958,143.81,111.804,143.89,208.43,143.8,135.039
1740809880000,143.8,234.787,143.79,228.676,143.81,151.987,143.78,275.496,143.82,314.748,143.77,418.729,143.83,119.269,143.76,607.456,143.84,250.663,143.75,106.553
1740809940000,143.7,200.634,143.69,266.719,143.71,163.58,143.68,37.625,143.72,191.236,143.67,108.636,143.73,119.495,143.66,150.467,143.74,353.128,143.65,148.857
1740810000000,143.56,72.291,143.55,49.886,143.57,367.057,143.54,126.106,143.58,162.579,143.53,246.345,143.59,278.897,143.52,222.098,143.6,384.9,143.51,309.785
1740810060000,143.55,59.549,143.54,172.043,143.56,248.338,143.53,194.475,143.57,212.482,143.52,148.94,143.58,264.612,143.51,151.548,143.59,417.904,143.5,113.134
1740810120000,143.67,88.175,143.66,276.3,143.68,109.419,143.65,64.382,143.69,164.29,143.64,116.12,143.7,359.424,143.63,172.744,143.71,314.128,143.62,112.764
1740810180000,143.84,119.517,143.83,156.265,143.85,83.603,143.82,47.502,143.86,63.292,143.81,43.557,143.87,352.491,143.8,164.961,143.88,203.746,143.79,150.8
1740810240000,143.59,40.335,143.58,73.352,143.6,69.805,143.57,232.808,143.61,245.497,143.56,476.822,143.62,290.533,143.55,22.476,143.63,496.096,143.54,57.91
1740810300000,143.65,88.334,143.64,83.707,143.66,248.507,143.63,42.917,143.67,257.681,143.62,133.363,143.68,106.143,143.61,145.473,143.69,184.496,143.6,228.059
1740810360000,143.53,198.953,143.52,77.991,143.54,127.548,143.51,9.378,143.55,399.172,143.5,23.179,143.56,170.144,143.49,129.244,143.57,283.082,143.48,38.252
1740810420000,143.51,275.576,143.5,80.548,143.52,218.956,143.49,6.934,143.53,71.492,143.48,145.186,143.54,124.751,143.47,207.906,143.55,178.886,143.46,710.311
1740810480000,143.43,50.922,143.42,368.39,143.44,10.337,143.41,340.843,143.45,143.672,143.4,62.301,143.46,319.925,143.39,108.738,143.47,468.788,143.38,207.078
1740810540000,143.47,171.558,143.46,246.083,143.48,103.301,143.45,81.815,143.49,194.164,143.44,245.524,143.5,209.638,143.43,217.605,143.51,212.993,143.42,158.787
1740810600000,143.53,251.875,143.52,76.692,143.54,377.87,143.51,69.005,143.55,197.471,143.5,126.056,143.56,232.035,143.49,252.167,143.57,318.73,143.48,204.338
1740810660000,143.36,390.242,143.35,0.591,143.37,299.499,143.34,15.912,143.38,258.774,143.33,109.534,143.39,136.324,143.32,75.381,143.4,298.491,143.31,211.56
1740810720000,143.56,60.022,143.55,80.948,143.57,251.482,143.54,25.372,143.58,308.982,143.53,95.525,143.59,246.541,143.52,144.437,143.6,249.553,143.51,204.549
1740810780000,143.59,251.504,143.58,94.527,143.6,136.694,143.57,93.586,143.61,142.356,143.56,290.152,143.62,211.1,143.55,57.841,143.63,200.785,143.54,206.625
1740810840000,143.74,209.05,143.73,130.498,143.75,150.462,143.72,69.291,143.76,207.146,143.71,44.515,143.77,298.102,143.7,55.813,143.78,185.353,143.69,77.685
1740810900000,143.95,0.487,143.94,319.45,143.96,6.275,143.93,217.893,143.97,230.64,143.92,91.019,143.98,91.661,143.91,82.718,143.99,256.369,143.9,191.032
1740810960000,144.01,160.113,144.0,637.597,144.02,60.131,143.99,21.254,144.03,112.142,143.98,50.873,144.04,184.778,143.97,79.815,144.05,103.791,143.96,80.073
1740811020000,144.07,44.352,144.06,54.393,144.08,67.032,144.05,62.979,144.09,190.707,144.04,139.625,144.1,311.282,144.03,217.103,144.11,239.938,144.02,250.287
1740811080000,143.91,199.823,143.9,52.268,143.92,788.044,143.89,41.659,143.93,254.814,143.88,153.69,143.94,236.136,143.87,163.697,143.95,286.665,143.86,304.853
1740811140000,144.08,144.317,144.07,171.368,144.09,106.25,144.06,49.023,144.1,87.602,144.05,140.616,144.11,247.988,144.04,235.859,144.12,671.255,144.03,232.83
1740811200000,144.01,74.402,144.0,316.815,144.02,4.516,143.99,254.245,144.03,27.929,143.98,246.061,144.04,88.079,143.97,346.045,144.05,127.711,143.96,328.638
1740811260000,144.0,60.055,143.99,295.53,144.01,24.774,143.98,55.221,144.02,24.847,143.97,78.111,144.03,112.823,143.96,212.233,144.04,336.683,143.95,116.484
1740811320000,143.97,129.39,143.96,476.611,143.98,0.409,143.95,209.603,143.99,96.318,143.94,62.787,144.0,168.574,143.93,133.82,144.01,383.424,143.92,109.645
1740811380000,144.1,55.779,144.09,74.96,144.11,79.707,144.08,50.065,144.12,125.217,144.07,144.756,144.13,85.709,144.06,202.828,144.14,229.762,144.05,23.185
1740811440000,144.14,273.52,144.13,46.613,144.15,354.287,144.12,12.186,144.16,135.736,144.11,208.058,144.17,272.092,144.1,159.594,144.18,329.6,144.09,132.609
1740811500000,144.28,296.49,144.27,72.424,144.29,151.401,144.26,81.78,144.3,171.534,144.25,282.609,144.31,45.521,144.24,247.206,144.32,128.059,144.23,204.867
1740811560000,144.22,277.061,144.21,87.276,144.23,208.678,144.2,3.145,144.24,159.597,144.19,83.228,144.25,267.743,144.18,194.72,144.26,164.101,144.17,280.437
1740811620000,144.08,320.409,144.07,349.175,144.09,144.43,144.06,11.842,144.1,49.914,144.05,45.522,144.11,62.606,144.04,94.723,144.12,219.707,144.03,147.817
1740811680000,144.03,108.315,144.02,298.77,144.04,82.141,144.01,166.711,144.05,75.501,144.0,85.306,144.06,221.844,143.99,87.303,144.07,362.709,143.98,261.356
1740811740000,143.97,230.138,143.96,158.11,143.98,90.935,143.95,56.875,143.99,123.556,143.94,136.154,144.0,137.056,143.93,69.608,144.01,307.88,143.92,174.073
1740811800000,143.8,131.025,143.79,177.499,143.81,63.293,143.78,54.862,143.82,130.072,143.77,96.241,143.83,215.653,143.76,257.084,143.84,238.984,143.75,238.776
1740811860000,143.68,287.137,143.67,49.033,143.69,201.122,143.66,408.923,143.7,380.985,143.65,24.489,143.71,285.084,143.64,96.353,143.72,210.109,143.63,117.474
1740811920000,143.58,68.395,143.57,126.262,143.59,98.653,143.56,251.719,143.6,123.799,143.55,76.376,143.61,344.787,143.54,94.833,143.62,434.071,143.53,39.463
1740811980000,143.73,132.198,143.72,57.465,143.74,14.804,143.71,51.161,143.75,107.245,143.7,187.621,143.76,397.124,143.69,169.69,143.77,132.316,143.68,246.51
1740812040000,143.83,56.972,143.82,143.71,143.84,16.846,143.81,84.043,143.85,83.459,143.8,120.136,143.86,204.244,143.79,116.221,143.87,386.691,143.78,405.334
1740812100000,143.77,127.156,143.76,308.815,143.78,4.22,143.75,58.555,143.79,27.246,143.74,57.518,143.8,90.263,143.73,55.276,143.81,216.141,143.72,136.833
1740812160000,143.72,56.338,143.71,150.058,143.73,63.049,143.7,47.665,143.74,76.068,143.69,81.247,143.75,117.522,143.68,222.435,143.76,335.733,143.67,345.708
1740812220000,143.77,94.042,143.76,376.23,143.78,7.641,143.75,168.585,143.79,56.612,143.74,66.958,143.8,147.098,143.73,65.03,143.81,216.041,143.72,119.781
1740812280000,143.72,97.545,143.71,271.22,143.73,29.28,143.7,199.214,143.74,66.344,143.69,159.424,143.75,181.694,143.68,253.151,143.76,288.138,143.67,552.241
1740812340000,143.75,437.719,143.74,6.909,143.76,227.444,143.73,27.67,143.77,203.546,143.72,97.555,143.78,96.693,143.71,69.951,143.79,292.585,143.7,88.422
1740812400000,143.7,324.85,143.69,61.273,143.71,130.66,143.68,45.642,143.72,132.569,143.67,389.639,143.73,87.206,143.66,1133.589,143.74,84.798,143.65,74.484
1740812460000,143.59,370.977,143.58,65.63,143.6,282.164,143.57,12.522,143.61,226.91,143.56,290.041,143.62,277.114,143.55,111.104,143.63,312.369,143.54,134.456
1740812520000,143.47,68.919,143.46,587.139,143.48,69.066,143.45,81.321,143.49,201.24,143.44,109.902,143.5,269.513,143.43,210.607,143.51,312.428,143.42,267.224
1740812580000,143.49,158.351,143.48,167.661,143.5,110.416,143.47,249.572,143.51,93.299,143.46,670.818,143.52,50.482,143.45,180.347,143.53,218.679,143.44,152.812
1740812640000,143.53,97.918,143.52,160.899,143.54,140.233,143.51,170.355,143.55,215.339,143.5,161.88,143.56,206.832,143.49,130.286,143.57,356.998,143.48,180.111
1740812700000,143.37,311.947,143.36,711.13,143.38,208.871,143.35,11.416,143.39,188.653,143.34,26.945,143.4,100.004,143.33,76.26,143.41,243.753,143.32,262.726
1740812760000,143.12,0.739,143.11,170.088,143.13,112.4,143.1,160.702,143.14,100.316,143.09,116.368,143.15,188.826,143.08,136.973,143.16,125.02,143.07,287.037
1740812820000,142.97,532.193,142.96,44.886,142.98,244.884,142.95,0.797,142.99,250.391,142.94,26.13,143.0,511.853,142.93,112.448,143.01,589.607,142.92,228.789
1740812880000,142.99,157.167,142.98,188.948,143.0,43.719,142.97,64.229,143.01,181.274,142.96,184.396,143.02,26.697,142.95,156.351,143.03,148.745,142.94,185.586
1740812940000,143.06,10.733,143.05,139.988,143.07,361.055,143.04,191.259,143.08,116.473,143.03,167.831,143.09,269.464,143.02,181.794,143.1,458.839,143.01,242.999
1740813000000,143.14,52.856,143.13,194.347,143.15,94.967,143.12,184.399,143.16,306.146,143.11,146.345,143.17,204.872,143.1,195.432,143.18,196.202,143.09,310.083
1740813060000,143.17,202.763,143.16,169.703,143.18,87.83,143.15,161.502,143.19,142.86,143.14,134.833,143.2,183.099,143.13,56.404,143.21,193.108,143.12,268.37
1740813120000,143.0,500.751,142.99,588.074,143.01,42.528,142.98,99.843,143.02,112.794,142.97,404.85,143.03,97.302,142.96,601.945,143.04,282.955,142.95,156.489
1740813180000,143.07,473.66,143.06,11.505,143.08,32.711,143.05,24.784,143.09,69.939,143.04,67.783,143.1,233.78,143.03,164.64,143.11,164.496,143.02,167.354
1740813240000,143.02,175.92,143.01,255.986,143.03,134.671,143.0,106.943,143.04,213.559,142.99,79.238,143.05,229.232,142.98,240.615,143.06,348.844,142.97,420.623
1740813300000,143.13,18.46,143.12,435.602,143.14,4.026,143.11,177.471,143.15,66.17,143.1,300.167,143.16,275.689,143.09,417.901,143.17,380.262,143.08,218.064
1740813360000,142.87,100.22,142.86,366.896,142.88,49.222,142.85,159.765,142.89,142.69,142.84,122.862,142.9,96.681,142.83,135.371,142.91,230.862,142.82,215.585
1740813420000,142.9,225.781,142.89,154.557,142.91,44.355,142.88,38.235,142.92,217.176,142.87,115.139,142.93,177.439,142.86,216.683,142.94,140.629,142.85,385.456
1740813480000,143.04,242.485,143.03,258.924,143.05,66.959,143.02,216.456,143.06,160.941,143.01,241.796,143.07,226.737,143.0,224.406,143.08,274.04,142.99,298.278
1740813540000,142.93,280.159,142.92,667.434,142.94,7.773,142.91,156.386,142.95,47.513,142.9,159.152,142.96,213.658,142.89,307.259,142.97,382.58,142.88,368.587
1740813600000,142.96,270.123,142.95,164.166,142.97,176.535,142.94,150.552,142.98,74.352,142.93,189.799,142.99,61.871,142.92,267.013,143.0,153.308,142.91,282.553
1740813660000,142.95,285.487,142.94,666.515,142.96,40.951,142.93,75.723,142.97,78.26,142.92,217.43,142.98,138.774,142.91,183.308,142.99,457.059,142.9,307.506
1740813720000,142.81,164.398,142.8,150.233,142.82,154.472,142.79,219.858,142.83,122.379,142.78,251.906,142.84,164.098,142.77,374.494,142.85,251.879,142.76,565.585
1740813780000,142.81,25.072,142.8,730.091,142.82,119.938,142.79,101.773,142.83,27.965,142.78,101.725,142.84,36.597,142.77,120.63,142.85,191.175,142.76,299.488
1740813840000,142.79,68.351,142.78,143.969,142.8,112.541,142.77,128.924,142.81,120.9,142.76,505.127,142.82,149.687,142.75,282.149,142.83,216.499,142.74,231.904
1740813900000,142.75,156.049,142.74,55.871,142.76,598.519,142.73,88.61,142.77,1868.119,142.72,176.868,142.78,68.09,142.71,253.99,142.79,186.833,142.7,300.82
1740813960000,142.75,85.243,142.74,677.613,142.76,3.509,142.73,370.006,142.77,183.505,142.72,160.551,142.78,68.482,142.71,266.633,142.79,208.299,142.7,456.696
1740814020000,142.6,50.832,142.59,227.591,142.61,57.934,142.58,175.462,142.62,149.052,142.57,375.725,142.63,135.779,142.56,306.525,142.64,180.067,142.55,298.487
1740814080000,142.68,405.067,142.67,12.271,142.69,103.039,142.66,4.03,142.7,90.088,142.65,57.448,142.71,158.731,142.64,135.097,142.72,380.416,142.63,238.658
1740814140000,142.73,356.919,142.72,90.393,142.74,178.091,142.71,37.814,142.75,253.415,142.7,54.78,142.76,259.052,142.69,139.131,142.77,313.389,142.68,93.113
1740814200000,142.83,163.406,142.82,389.738,142.84,142.982,142.81,221.694,142.85,135.161,142.8,194.245,142.86,140.496,142.79,83.589,142.87,411.119,142.78,234.546
1740814260000,142.68,32.779,142.67,317.027,142.69,4.585,142.66,209.818,142.7,30.07,142.65,120.039,142.71,85.648,142.64,137.319,142.72,299.938,142.63,199.243
1740814320000,142.42,378.072,142.41,4.536,142.43,2626.174,142.4,2.608,142.44,85.611,142.39,42.106,142.45,226.368,142.38,204.943,142.46,320.908,142.37,379.105
1740814380000,142.58,8.952,142.57,279.076,142.59,8.022,142.56,296.578,142.6,315.434,142.55,182.295,142.61,142.119,142.54,122.639,142.62,473.919,142.53,121.572
1740814440000,142.65,583.86,142.64,51.257,142.66,269.897,142.63,28.165,142.67,181.55,142.62,196.164,142.68,219.363,142.61,138.146,142.69,150.553,142.6,265.357
1740814500000,142.72,289.493,142.71,103.157,142.73,139.829,142.7,64.063,142.74,24.964,142.69,219.279,142.75,92.231,142.68,379.564,142.76,271.937,142.67,529.721
1740814560000,142.62,490.046,142.61,1.813,142.63,106.785,142.6,9.635,142.64,90.487,142.59,138.559,142.65,213.052,142.58,249.231,142.66,286.776,142.57,284.095
1740814620000,142.61,79.004,142.6,197.585,142.62,130.985,142.59,81.28,142.63,228.713,142.58,107.783,142.64,111.194,142.57,384.202,142.65,272.353,142.56,393.516
1740814680000,142.41,240.647,142.4,87.027,142.42,55.497,142.39,6.929,142.43,222.918,142.38,182.909,142.44,366.739,142.37,132.751,142.45,170.436,142.36,142.586
1740814740000,142.37,58.954,142.36,137.447,142.38,58.885,142.35,116.145,142.39,187.021,142.34,225.243,142.4,166.837,142.33,76.164,142.41,646.828,142.32,203.851
1740814800000,142.24,428.145,142.23,25.486,142.25,217.13,142.22,112.303,142.26,294.933,142.21,368.192,142.27,211.811,142.2,422.396,142.28,130.302,142.19,260.953
1740814860000,142.4,77.96,142.39,299.561,142.41,19.299,142.38,126.899,142.42,54.714,142.37,211.061,142.43,257.974,142.36,56.875,142.44,377.753,142.35,194.563
1740814920000,142.45,662.549,142.44,137.898,142.46,136.009,142.43,14.35,142.47,167.084,142.42,46.063,142.48,260.22,142.41,123.415,142.49,146.028,142.4,264.7
1740814980000,142.61,155.955,142.6,69.168,142.62,93.927,142.59,124.344,142.63,128.201,142.58,3.19,142.64,156.17,142.57,151.436,142.65,393.178,142.56,292.019
1740815040000,142.7,76.084,142.69,177.776,142.71,25.637,142.68,121.782,142.72,76.987,142.67,78.154,142.73,159.911,142.66,163.237,142.74,438.521,142.65,244.968
1740815100000,142.78,556.548,142.77,62.975,142.79,258.874,142.76,62.458,142.8,117.674,142.75,72.444,142.81,153.99,142.74,169.753,142.82,237.04,142.73,182.122
1740815160000,142.52,2674.79,142.51,556.367,142.53,66.065,142.5,300.517,142.54,162.742,142.49,83.329,142.55,140.194,142.48,69.126,142.56,284.651,142.47,150.879
1740815220000,142.54,103.453,142.53,39.288,142.55,203.932,142.52,248.694,142.56,419.065,142.51,224.659,142.57,318.133,142.5,330.244,142.58,123.6,142.49,269.41
1740815280000,142.52,249.604,142.51,37.81,142.53,48.462,142.5,19.271,142.54,92.977,142.49,96.562,142.55,229.46,142.48,258.63,142.56,237.795,142.47,333.5
1740815340000,142.78,473.981,142.77,216.306,142.79,49.488,142.76,32.387,142.8,81.632,142.75,118.905,142.81,122.446,142.74,208.645,142.82,205.664,142.73,252.91
1740815400000,142.92,638.251,142.91,81.47,142.93,177.861,142.9,37.517,142.94,66.413,142.89,171.395,142.95,263.974,142.88,140.078,142.96,502.524,142.87,214.945
1740815460000,142.82,101.919,142.81,234.3,142.83,100.533,142.8,56.433,142.84,160.1,142.79,188.19,142.85,41.105,142.78,274.628,142.86,110.36,142.77,263.192
1740815520000,142.77,446.455,142.76,135.828,142.78,175.121,142.75,59.724,142.79,102.792,142.74,204.088,142.8,183.99,142.73,99.252,142.81,173.492,142.72,123.954
1740815580000,142.7,351.941,142.69,69.744,142.71,60.378,142.68,105.561,142.72,180.598,142.67,574.091,142.73,281.129,142.66,442.163,142.74,155.951,142.65,298.427
1740815640000,142.68,35.512,142.67,519.191,142.69,6.05,142.66,162.915,142.7,72.35,142.65,228.173,142.71,118.236,142.64,195.215,142.72,260.342,142.63,124.571
1740815700000,142.84,433.484,142.83,68.138,142.85,139.101,142.82,53.937,142.86,71.301,142.81,194.391,142.87,191.624,142.8,157.649,142.88,419.415,142.79,189.859
1740815760000,142.73,388.051,142.72,58.105,142.74,217.163,142.71,5.904,142.75,233.397,142.7,193.522,142.76,206.447,142.69,121.063,142.77,316.707,142.68,336.97
1740815820000,142.59,81.471,142.58,508.337,142.6,1.476,142.57,176.365,142.61,75.726,142.56,422.201,142.62,291.419,142.55,143.509,142.63,474.265,142.54,341.666
1740815880000,142.58,121.571,142.57,100.04,142.59,90.698,142.56,121.652,142.6,220.616,142.55,197.859,142.61,250.045,142.54,57.067,142.62,272.985,142.53,114.774
1740815940000,142.49,21.314,142.48,578.806,142.5,22.03,142.47,178.911,142.51,27.903,142.46,198.677,142.52,16.582,142.45,244.005,142.53,117.68,142.44,284.875
1740816000000,142.82,16.107,142.81,500.94,142.83,8.755,142.8,79.813,142.84,126.599,142.79,33.421,142.85,133.045,142.78,115.336,142.86,426.572,142.77,233.873
1740816060000,142.73,118.253,142.72,182.886,142.74,152.565,142.71,46.611,142.75,322.451,142.7,33.478,142.76,227.234,142.69,207.371,142.77,393.634,142.68,417.041
1740816120000,142.74,268.032,142.73,131.178,142.75,379.87,142.72,158.797,142.76,75.911,142.71,67.645,142.77,173.269,142.7,131.051,142.78,52.634,142.69,195.872
1740816180000,142.89,180.55,142.88,68.334,142.9,192.38,142.87,103.64,142.91,51.709,142.86,417.636,142.92,93.94,142.85,182.956,142.93,233.469,142.84,151.464
1740816240000,142.9,132.541,142.89,185.98,142.91,73.216,142.88,46.833,142.92,80.754,142.87,121.486,142.93,238.222,142.86,343.096,142.94,183.123,142.85,343.563
1740816300000,143.02,273.341,143.01,62.634,143.03,151.293,143.0,187.98,143.04,153.111,142.99,266.525,143.05,160.203,142.98,132.648,143.06,354.837,142.97,360.826
1740816360000,143.02,65.355,143.01,369.45,143.03,33.776,143.0,113.847,143.04,154.272,142.99,119.374,143.05,101.514,142.98,170.53,143.06,302.387,142.97,368.108
1740816420000,143.2,17.409,143.19,351.154,143.21,55.313,143.18,73.843,143.22,179.463,143.17,102.003,143.23,703.295,143.16,104.704,143.24,219.142,143.15,98.059
1740816480000,143.23,357.866,143.22,283.224,143.24,307.59,143.21,113.83,143.25,206.501,143.2,137.432,143.26,258.908,143.19,106.776,143.27,200.416,143.18,296.322
1740816540000,143.22,389.63,143.21,92.987,143.23,221.935,143.2,42.693,143.24,82.569,143.19,163.69,143.25,197.599,143.18,215.091,143.26,288.931,143.17,431.866
1740816600000,143.03,250.146,143.02,164.477,143.04,66.092,143.01,67.424,143.05,163.607,143.0,133.261,143.06,376.526,142.99,276.717,143.07,348.888,142.98,253.941
1740816660000,143.09,335.377,143.08,8.695,143.1,155.467,143.07,5.762,143.11,224.166,143.06,16.735,143.12,206.169,143.05,50.507,143.13,238.396,143.04,132.868
1740816720000,143.08,428.103,143.07,63.812,143.09,277.993,143.06,2.942,143.1,179.39,143.05,95.069,143.11,275.556,143.04,132.235,143.12,312.18,143.03,152.961
1740816780000,143.16,87.324,143.15,427.837,143.17,160.589,143.14,144.689,143.18,54.407,143.13,60.827,143.19,74.221,143.12,81.502,143.2,128.489,143.11,195.568
1740816840000,143.25,124.729,143.24,151.001,143.26,91.285,143.23,51.403,143.27,212.87,143.22,69.064,143.28,117.787,143.21,142.028,143.29,139.042,143.2,354.228
1740816900000,143.49,247.946,143.48,35.161,143.5,22.126,143.47,36.18,143.51,65.659,143.46,94.024,143.52,70.392,143.45,89.985,143.53,189.832,143.44,189.146
1740816960000,143.72,202.985,143.71,68.861,143.73,78.768,143.7,13.352,143.74,78.48,143.69,127.02,143.75,143.267,143.68,336.993,143.76,277.462,143.67,269.936
1740817020000,143.53,13.51,143.52,600.242,143.54,0.373,143.51,98.684,143.55,19.989,143.5,40.095,143.56,11.324,143.49,40.113,143.57,318.712,143.48,107.574
1740817080000,143.61,190.448,143.6,56.004,143.62,57.682,143.59,38.944,143.63,251.315,143.58,40.58,143.64,95.477,143.57,97.934,143.65,180.831,143.56,276.195
1740817140000,143.5,199.262,143.49,8.772,143.51,337.569,143.48,36.916,143.52,58.642,143.47,73.492,143.53,108.079,143.46,105.539,143.54,241.262,143.45,331.705
1740817200000,143.37,495.193,143.36,29.813,143.38,316.444,143.35,5.773,143.39,159.916,143.34,181.62,143.4,190.772,143.33,75.522,143.41,298.467,143.32,104.389
1740817260000,143.55,74.974,143.54,331.891,143.56,52.253,143.53,104.784,143.57,166.463,143.52,145.748,143.58,87.602,143.51,211.974,143.59,94.659,143.5,321.739
1740817320000,143.61,280.793,143.6,355.787,143.62,46.785,143.59,175.932,143.63,108.237,143.58,172.306,143.64,158.556,143.57,111.797,143.65,101.032,143.56,285.547
1740817380000,143.75,124.032,143.74,227.259,143.76,66.712,143.73,102.312,143.77,185.78,143.72,85.823,143.78,167.923,143.71,181.35,143.79,141.055,143.7,287.853
1740817440000,143.73,351.19,143.72,63.528,143.74,213.53,143.71,79.771,143.75,245.079,143.7,255.389,143.76,273.619,143.69,200.603,143.77,257.666,143.68,352.955
1740817500000,143.44,146.696,143.43,136.36,143.45,124.306,143.42,108.683,143.46,223.088,143.41,116.109,143.47,195.582,143.4,189.423,143.48,95.966,143.39,193.548
1740817560000,143.59,72.609,143.58,270.883,143.6,179.862,143.57,157.484,143.61,57.614,143.56,50.382,143.62,84.255,143.55,70.222,143.63,127.494,143.54,289.825
1740817620000,143.43,440.738,143.42,29.301,143.44,183.118,143.41,22.068,143.45,231.715,143.4,62.625,143.46,184.256,143.39,81.078,143.47,270.541,143.38,277.008
1740817680000,143.46,527.262,143.45,11.226,143.47,248.477,143.44,20.66,143.48,170.502,143.43,75.235,143.49,205.054,143.42,201.627,143.5,275.289,143.41,408.754
1740817740000,143.34,65.641,143.33,174.802,143.35,23.508,143.32,80.006,143.36,41.393,143.31,90.374,143.37,213.38,143.3,103.086,143.38,161.402,143.29,31.327
1740817800000,143.45,169.978,143.44,40.928,143.46,128.29,143.43,34.337,143.47,267.124,143.42,76.803,143.48,118.356,143.41,147.152,143.49,231.693,143.4,154.604
1740817860000,143.61,374.24,143.6,68.924,143.62,231.555,143.59,76.099,143.63,253.716,143.58,88.067,143.64,56.109,143.57,278.449,143.65,237.353,143.56,220.295
1740817920000,143.55,173.806,143.54,52.884,143.56,148.622,143.53,146.36,143.57,249.442,143.52,332.573,143.58,131.02,143.51,979.763,143.59,154.08,143.5,2421.23
1740817980000,143.56,3.383,143.55,287.982,143.57,122.939,143.54,203.788,143.58,38.902,143.53,166.11,143.59,25.507,143.52,173.882,143.6,156.558,143.51,1128.404
